class,idx,top1_acc,top5_acc,samples,top_conf_1,top_conf_1_count,top_confusions
rock_balancing,345,33.333333333333336,66.66666666666667,6,playing_conga_drum,1,"playing_conga_drum(1), grass_skiing(1), play_yangqin(1)"
roller-skating_backward,347,33.333333333333336,66.66666666666667,6,tight-rope_walking,1,"tight-rope_walking(1), walking_with_walker(1), using_lawn_mower(1)"
taking_selfie,428,33.333333333333336,66.66666666666667,6,drinking_with_cup,1,"drinking_with_cup(1), read_newspaper(1), haircut_scissor(1)"
throw_paper-plane,437,33.333333333333336,66.66666666666667,6,taekwondo_low_block,1,"taekwondo_low_block(1), spitting_on_face(1), frisbee_throw(1)"
unicycle_ride,454,33.333333333333336,66.66666666666667,6,using_lawn_mower,1,"using_lawn_mower(1), riding_elephant(1), taichi_fan(1)"
using_string_trimmer,461,33.333333333333336,66.66666666666667,6,skydiving,1,"skydiving(1), brushing_floor(1), bowing_waist(1)"
bending_back,53,33.333333333333336,83.33333333333333,6,forward_fold,2,"forward_fold(2), yoga_pigeon(1), tennis_serve(1)"
hopscotch_spin,220,33.333333333333336,83.33333333333333,6,play_gong,1,"play_gong(1), using_scythe(1), blowing_leaf(1)"
play_thereminvox,300,33.333333333333336,83.33333333333333,6,play_cornett,1,"play_cornett(1), conducting(1), blowing_glass(1)"
rescue_breathing,338,33.333333333333336,83.33333333333333,6,chopping_meat,1,"chopping_meat(1), eating_oyster(1), play_grandpiano(1)"
screw_car_tire,357,33.333333333333336,83.33333333333333,6,play_grandpiano,1,"play_grandpiano(1), handshake_dog(1), pottery_wheel(1)"
wall_paint_roller,471,33.333333333333336,100.0,6,flying_kite,1,"flying_kite(1), play_gong(1), wall_paint_brush(1)"
arm_wrestling,13,50.0,50.0,6,drinking_with_cup,1,"drinking_with_cup(1), using_spinning_wheel(1), play_gong(1)"
atlatl_throw,14,50.0,50.0,6,axe_throwing,1,"axe_throwing(1), volleyball_overhand(1), billiard_hit(1)"
badminton_overswing,18,50.0,50.0,6,volleyball_overhand,1,"volleyball_overhand(1), baseball_catch_flyball(1), gym_pull(1)"
balancebeam_walk,25,50.0,50.0,6,frisbee_throw,1,"frisbee_throw(1), three_legged_race(1), ride_scooter(1)"
billiard_hit,55,50.0,50.0,6,building_snowman,1,"building_snowman(1), face-changing_opera(1), luge(1)"
blowing_glass,60,50.0,50.0,6,pottery_wheel,1,"pottery_wheel(1), burping(1), eating_ice_cream(1)"
breakdancing_support,73,50.0,50.0,6,skydiving,1,"skydiving(1), unevenbar_flip(1), piggyback_ride(1)"
brushing_hair,75,50.0,50.0,6,play_suona,1,"play_suona(1), play_triangle(1), frisbee_throw(1)"
calfrope_rope,81,50.0,50.0,6,figure_skate_donut_spin,1,"figure_skate_donut_spin(1), hammer_throw(1), chopping_wood(1)"
card_throw,85,50.0,50.0,6,pancake_flip,1,"pancake_flip(1), frisbee_catch(1), football_throw(1)"
chopping_meat,93,50.0,50.0,6,blowing_gum,1,"blowing_gum(1), fist_bump(1), sword_swallowing(1)"
chopping_wood,94,50.0,50.0,6,guitar_smashing,1,"guitar_smashing(1), sledgehammer_strike_down(1), chainsaw_tree(1)"
cleaning_mopping,96,50.0,50.0,6,walking_on_stilts,1,"walking_on_stilts(1), curling_follow(1), base_jumping(1)"
cleaning_windows,99,50.0,50.0,6,swimming_freestyle,1,"swimming_freestyle(1), spraying_wall(1), gas_pumping_to_car(1)"
climbing_tree,107,50.0,50.0,6,climbing_rock,1,"climbing_rock(1), skydiving(1), ride_horse(1)"
dice_shuffle_reveal,122,50.0,50.0,6,washing_dishes,1,"washing_dishes(1), haircut_scissor(1), pizza_dough_toss(1)"
eat_apple,135,50.0,50.0,6,play_sheng,1,"play_sheng(1), playing_rubiks_cube(1), play_clarinet(1)"
eating_ice_cream,139,50.0,50.0,6,play_melodic,1,"play_melodic(1), playing_rubiks_cube(1), blowing kisses(1)"
eating_oyster,140,50.0,50.0,6,brushing_hair,1,"brushing_hair(1), spinning_plate(1), eat_spagetti(1)"
equestrian_dressage,141,50.0,50.0,6,chainsaw_tree,2,"chainsaw_tree(2), fire_extinguisher(1)"
fire_dancing_circulating,159,50.0,50.0,6,riding_elephant,1,"riding_elephant(1), volleyball_underhand(1), throw_paper-plane(1)"
football_catch,172,50.0,50.0,6,pizza_dough_toss,1,"pizza_dough_toss(1), tennis_backhand(1), piggyback_ride(1)"
football_throw,174,50.0,50.0,6,tennis_backhand,1,"tennis_backhand(1), eating_ice_cream(1), wall_paint_roller(1)"
frisbee_catch,177,50.0,50.0,6,volleyball_overhand,1,"volleyball_overhand(1), flamethrower(1), badminton_serve(1)"
ganggangsullae,180,50.0,50.0,6,tug_of_war,1,"tug_of_war(1), speed_stack(1), speedskating_forward(1)"
grass_skiing,186,50.0,50.0,6,soccer_save,1,"soccer_save(1), ski_backflip(1), cross_country_ski_slide(1)"
guitar_smashing,188,50.0,50.0,6,chopping_wood,1,"chopping_wood(1), flamethrower(1), badminton_overswing(1)"
gym_pull,192,50.0,50.0,6,reading_book,1,"reading_book(1), hold_baby(1), pizza_dough_toss(1)"
handsaw,205,50.0,50.0,6,CPR,1,"CPR(1), yoga_firefly(1), bowing_fullbody(1)"
hopscotch_pickup,218,50.0,50.0,6,golf_part,2,"golf_part(2), surfing(1)"
hopscotch_skip,219,50.0,50.0,6,taekwondo_low_block,1,"taekwondo_low_block(1), closing_door(1), card_throw(1)"
hugging_animal,225,50.0,50.0,6,hugging_human,1,"hugging_human(1), applauding(1), play_jazzdrum(1)"
ice_scuplting,228,50.0,50.0,6,rock_balancing,1,"rock_balancing(1), blowing_glass(1), rolling_snow(1)"
kick_open_door,239,50.0,50.0,6,slingshot,1,"slingshot(1), frisbee_throw(1), face_slapping(1)"
opening_door,252,50.0,50.0,6,pancake_flip,1,"pancake_flip(1), blowing_leaf(1), flamethrower(1)"
pancake_flip,253,50.0,50.0,6,play_harp,1,"play_harp(1), smoking_exhale(1), shooting_handgun(1)"
play_gong,274,50.0,50.0,6,play_saxophone,1,"play_saxophone(1), milking(1), card_throw(1)"
play_recorder,291,50.0,50.0,6,play_clarinet,2,"play_clarinet(2), drinking_with_straw(1)"
play_triangle,302,50.0,50.0,6,play_accordian,1,"play_accordian(1), play_saxophone(1), spinning_basketball(1)"
play_yangqin,309,50.0,50.0,6,play_grandpiano,1,"play_grandpiano(1), shoe_shining(1), play_handpan(1)"
playing_seesaw,316,50.0,50.0,6,fish-hunting_pull,1,"fish-hunting_pull(1), play_timpani(1), stomping_grapes(1)"
punching_sandbag,326,50.0,50.0,6,playing_nunchucks,1,"playing_nunchucks(1), shake_cocktail(1), cleaning_mopping(1)"
read_newspaper,335,50.0,50.0,6,play_harp,1,"play_harp(1), blow_gun(1), reading_book(1)"
ride_bike,339,50.0,50.0,6,ski_jump_midair,1,"ski_jump_midair(1), basketball_jabstep(1), battle-rope_snake(1)"
ride_horse,340,50.0,50.0,6,dart_throw,1,"dart_throw(1), using_lawn_mower_riding_type(1), skydiving(1)"
ride_scooter,342,50.0,50.0,6,using_metal_detector,1,"using_metal_detector(1), skateboard_forward(1), closing_door(1)"
scuba_diving,358,50.0,50.0,6,skydiving,1,"skydiving(1), yoga_locust(1), equestrian_run(1)"
skateboard_forward,372,50.0,50.0,6,blowing_leaf,2,"blowing_leaf(2), surfing(1)"
ski_cork,376,50.0,50.0,6,hurdle_jump,1,"hurdle_jump(1), snowboard_slide(1), rolling_snow(1)"
smoking_inhale,386,50.0,50.0,6,whistle_one_hand,1,"whistle_one_hand(1), haircut_scissor(1), drinking_with_cup(1)"
soccer_header,392,50.0,50.0,6,squash_forehand,1,"squash_forehand(1), roller-skating_backward(1), billiard_hit(1)"
soccer_shoot,394,50.0,50.0,6,using_lawn_mower,1,"using_lawn_mower(1), stone_skipping(1), tennis_forehand(1)"
spraying_wall,404,50.0,50.0,6,wall_paint_brush,1,"wall_paint_brush(1), push_car(1), crossbow_shoot(1)"
sticking tongue out,410,50.0,50.0,6,spitting_on_face,1,"spitting_on_face(1), whistle_two_hands(1), spinning_basketball(1)"
tire_sled,441,50.0,50.0,6,push_car,1,"push_car(1), ride_scooter(1), sack_race(1)"
trampoline,442,50.0,50.0,6,long_jump_jump,1,"long_jump_jump(1), running_on_four(1), floor_spin(1)"
trapeze_single,444,50.0,50.0,6,unevenbar_cross,1,"unevenbar_cross(1), breakdancing_support(1), canoeing_sprint(1)"
unevenbar_land,452,50.0,50.0,6,horizontalbar_land,2,"horizontalbar_land(2), billiard_hit(1)"
using_typewriter,462,50.0,50.0,6,chewing_gum,1,"chewing_gum(1), play_saxophone(1), reading_book(1)"
walking_with_crutches,468,50.0,50.0,6,walking_with_walker,1,"walking_with_walker(1), hand_in_hand(1), sack_race(1)"
add_new_car_tire,3,50.0,66.66666666666667,6,jack_up_car,1,"jack_up_car(1), blowing_glass(1), play_gong(1)"
baseball_run,34,50.0,66.66666666666667,6,football_run,3,football_run(3)
basketball_hookshot,38,50.0,66.66666666666667,6,basketball_shoot,2,"basketball_shoot(2), basketball_pass(1)"
beer_pong_throw,50,50.0,66.66666666666667,6,soccer_header,1,"soccer_header(1), opening_door(1), high_five(1)"
blow_gun,56,50.0,66.66666666666667,6,arm_wrestling,1,"arm_wrestling(1), spinning_plate(1), shooting_shotgun(1)"
blowing_balloon,59,50.0,66.66666666666667,6,wear_helmet,1,"wear_helmet(1), playing_rubiks_cube(1), smoking_exhale(1)"
blowing_gum,61,50.0,66.66666666666667,6,taking_photo_camera,1,"taking_photo_camera(1), kiss(1), chewing_gum(1)"
bowls_throw,69,50.0,66.66666666666667,6,frisbee_catch,1,"frisbee_catch(1), air_hocky(1), baseball_catch_groundball(1)"
breakdancing_flare,70,50.0,66.66666666666667,6,trapeze_interacting,1,"trapeze_interacting(1), equestrian_run(1), equestrian_jump(1)"
canoeing_slalom,83,50.0,66.66666666666667,6,snowboard_jump,1,"snowboard_jump(1), fish-hunting_hold(1), swimming_breast_stroke(1)"
carrying_with_head,86,50.0,66.66666666666667,6,walking_with_walker,1,"walking_with_walker(1), taking_selfie(1), throwing_bouquet(1)"
chainsaw_log,89,50.0,66.66666666666667,6,chainsaw_tree,1,"chainsaw_tree(1), decorating_snowman(1), fire_extinguisher(1)"
cleaning_vacumming,98,50.0,66.66666666666667,6,skydiving,1,"skydiving(1), dog_walking(1), washing_clothes(1)"
conducting,109,50.0,66.66666666666667,6,play_trombone,1,"play_trombone(1), play_cello(1), play_tambourine(1)"
dice_stack_shuffle,123,50.0,66.66666666666667,6,swimming_freestyle,1,"swimming_freestyle(1), pottery_wheel(1), speed_stack(1)"
dog_highfive,130,50.0,66.66666666666667,6,frisbee_catch,1,"frisbee_catch(1), baseball_bunt(1), tug_of_war(1)"
draw_handgun,132,50.0,66.66666666666667,6,shooting_handgun,1,"shooting_handgun(1), hanging_clothes(1), swimming_butterfly_stroke(1)"
equestrian_jump,142,50.0,66.66666666666667,6,face-changing_opera,1,"face-changing_opera(1), bmx_jumping(1), calfrope_catch(1)"
face-changing_opera,144,50.0,66.66666666666667,6,opening_door,1,"opening_door(1), pizza_dough_toss(1), dice_shuffle_reveal(1)"
flipping_bottle,165,50.0,66.66666666666667,6,yoga_lotus,1,"yoga_lotus(1), fist_bump(1), using_metal_detector(1)"
frisbee_throw,178,50.0,66.66666666666667,6,stone_skipping,2,"stone_skipping(2), badminton_serve(1)"
hailing_taxi,197,50.0,66.66666666666667,6,spinning_plate,1,"spinning_plate(1), spitting_on_face(1), bowls_throw(1)"
haircut_scissor,198,50.0,66.66666666666667,6,drinking_with_cup,1,"drinking_with_cup(1), drinking_with_straw(1), brushing_teeth(1)"
hand-drill_firemaking_blow,201,50.0,66.66666666666667,6,rescue_breathing,1,"rescue_breathing(1), fish-hunting_pull(1), ice_scuplting(1)"
high_jump_jump,212,50.0,66.66666666666667,6,diving_sneak,1,"diving_sneak(1), pole_vault_jump(1), hopscotch_pickup(1)"
hold_baby,215,50.0,66.66666666666667,6,spinning_plate,2,"spinning_plate(2), heimlich_maneuver(1)"
hugging_human,226,50.0,66.66666666666667,6,flipping_bottle,1,"flipping_bottle(1), using_typewriter(1), football_throw(1)"
knitting,241,50.0,66.66666666666667,6,rolling_snow,1,"rolling_snow(1), play_cornett(1), balloon_animal(1)"
long_jump_run,246,50.0,66.66666666666667,6,triple_jump_run,1,"triple_jump_run(1), snowboard_slide(1), shuffle_dance(1)"
luge,247,50.0,66.66666666666667,6,skydiving,2,"skydiving(2), kayaking(1)"
one_arm_push_up,251,50.0,66.66666666666667,6,yoga_locust,1,"yoga_locust(1), pushup(1), swimming_breast_stroke(1)"
pizza_dough_toss,259,50.0,66.66666666666667,6,conducting,1,"conducting(1), hold_baby(1), flying_kite(1)"
play_castanets,266,50.0,66.66666666666667,6,balloon_animal,1,"balloon_animal(1), play_triangle(1), taking_selfie(1)"
play_cornett,269,50.0,66.66666666666667,6,play_hulusi,1,"play_hulusi(1), using_typewriter(1), milking(1)"
play_diabolo,271,50.0,66.66666666666667,6,basketball_shoot,1,"basketball_shoot(1), badminton_serve(1), guitar_flip(1)"
play_jazzdrum,282,50.0,66.66666666666667,6,watering_plants,1,"watering_plants(1), pottery_wheel(1), play_sanxian(1)"
play_panpipe,290,50.0,66.66666666666667,6,drinking_with_cup,1,"drinking_with_cup(1), play_cornett(1), whistle_two_hands(1)"
play_suona,298,50.0,66.66666666666667,6,play_recorder,2,"play_recorder(2), play_hulusi(1)"
play_timpani,301,50.0,66.66666666666667,6,ride_motorcycle,1,"ride_motorcycle(1), play_jazzdrum(1), dj(1)"
play_yoyo,310,50.0,66.66666666666667,6,segway,1,"segway(1), draw_handgun(1), play_diabolo(1)"
playing_taiko_drum,319,50.0,66.66666666666667,6,flying_kite,1,"flying_kite(1), hugging_animal(1), closing_door(1)"
pottery_wheel,323,50.0,66.66666666666667,6,milking,1,"milking(1), hand-drill_firemaking_drill_with_bow(1), taking_photo_camera(1)"
reading_book,336,50.0,66.66666666666667,6,play_castanets,1,"play_castanets(1), blowing_gum(1), chewing_gum(1)"
ride_motorcycle,341,50.0,66.66666666666667,6,using_lawn_mower_riding_type,2,"using_lawn_mower_riding_type(2), walking_with_crutches(1)"
roller-skating_forward,348,50.0,66.66666666666667,6,speedskating_forward,1,"speedskating_forward(1), basketball_dribble(1), using_string_trimmer(1)"
shaking_head,361,50.0,66.66666666666667,6,yawning,1,"yawning(1), dj(1), blowing_gum(1)"
shooting_handgun,365,50.0,66.66666666666667,6,skydiving,1,"skydiving(1), slingshot(1), play_grandpiano(1)"
shoveling_snow,368,50.0,66.66666666666667,6,bowing_waist,1,"bowing_waist(1), golf_part(1), stomping_grapes(1)"
skateboard_grind,373,50.0,66.66666666666667,6,hand-drill_firemaking_drill_with_bow,1,"hand-drill_firemaking_drill_with_bow(1), surfing(1), playing_taiko_drum(1)"
snorkeling,387,50.0,66.66666666666667,6,abseiling,1,"abseiling(1), closing_door(1), swimming_breast_stroke(1)"
snow_angel,388,50.0,66.66666666666667,6,skydiving,2,"skydiving(2), base_jumping(1)"
soccer_dribble,391,50.0,66.66666666666667,6,baseball_run,1,"baseball_run(1), moonwalk(1), shoot_dance(1)"
speedskating_forward,398,50.0,66.66666666666667,6,figure_skate_hydroblading,2,"figure_skate_hydroblading(2), grass_skiing(1)"
squash_backhand,408,50.0,66.66666666666667,6,badminton_serve,1,"badminton_serve(1), frisbee_throw(1), volleyball_underhand(1)"
swimming_backstroke,415,50.0,66.66666666666667,6,skydiving,1,"skydiving(1), luge(1), shoot_dance(1)"
swimming_freestyle,418,50.0,66.66666666666667,6,swimming_breast_stroke,1,"swimming_breast_stroke(1), swimming_backstroke(1), chainsaw_log(1)"
sword_swallowing,420,50.0,66.66666666666667,6,gym_pull,1,"gym_pull(1), clear_snow_off_car(1), taekwondo_high_block(1)"
taekwondo_punch,425,50.0,66.66666666666667,6,badminton_serve,1,"badminton_serve(1), fire_extinguisher(1), axe_throwing(1)"
talking_megaphone,429,50.0,66.66666666666667,6,flamethrower,1,"flamethrower(1), crossbow_shoot(1), using_typewriter(1)"
tap_dancing,431,50.0,66.66666666666667,6,shuffle_dance,2,"shuffle_dance(2), figure_skate_backward(1)"
underarm_turn,448,50.0,66.66666666666667,6,cast_net,1,"cast_net(1), arm_wave(1), whipping(1)"
unevenbar_cross,449,50.0,66.66666666666667,6,jetski,1,"jetski(1), diving_jump(1), base_jumping(1)"
unevenbar_jump,451,50.0,66.66666666666667,6,equestrian_jump,1,"equestrian_jump(1), unevenbar_flip(1), luge(1)"
using_metal_detector,458,50.0,66.66666666666667,6,flipping_bottle,1,"flipping_bottle(1), cleaning_vacumming(1), using_lawn_mower(1)"
volleyball_overhand,463,50.0,66.66666666666667,6,gym_pull,1,"gym_pull(1), bowing_waist(1), throw_paper-plane(1)"
washing_dishes,473,50.0,66.66666666666667,6,hand-drill_firemaking_drill_with_bow,1,"hand-drill_firemaking_drill_with_bow(1), skateboard_grind(1), rock_paper_scissors(1)"
watering_plants,475,50.0,66.66666666666667,6,play_serpent,1,"play_serpent(1), segway(1), shooting_handgun(1)"
arm_wave,12,50.0,83.33333333333333,6,carrying_with_head,1,"carrying_with_head(1), whipping(1), drinking_with_cup(1)"
axe_throwing,15,50.0,83.33333333333333,6,atlatl_throw,1,"atlatl_throw(1), volleyball_overhand(1), sling(1)"
badminton_underswing,20,50.0,83.33333333333333,6,equestrian_jump,1,"equestrian_jump(1), hopscotch_pickup(1), badminton_overswing(1)"
balancebeam_rotate,23,50.0,83.33333333333333,6,figure_skate_scratch_spin,1,"figure_skate_scratch_spin(1), shotput_throw(1), hammer_throw(1)"
baseball_catch_groundball,32,50.0,83.33333333333333,6,squash_forehand,1,"squash_forehand(1), building_snowman(1), throwing_bouquet(1)"
cast_net,88,50.0,83.33333333333333,6,bowling,1,"bowling(1), volleyball_underhand(1), baseball_swing(1)"
clear_snow_off_car,100,50.0,83.33333333333333,6,watering_plants,1,"watering_plants(1), flamethrower(1), blowing_leaf(1)"
climb_stair,104,50.0,83.33333333333333,6,arm_wave,1,"arm_wave(1), moonwalk(1), running_in_place(1)"
face_slapping,145,50.0,83.33333333333333,6,high_five,1,"high_five(1), axe_throwing(1), grass_skiing(1)"
flamethrower,164,50.0,83.33333333333333,6,fish-hunting_hold,1,"fish-hunting_hold(1), shooting_handgun(1), playing_rubiks_cube(1)"
hand-drill_firemaking_drill_with_hand,203,50.0,83.33333333333333,6,building_snowman,2,"building_snowman(2), play_tambourine(1)"
high_five,211,50.0,83.33333333333333,6,heimlich_maneuver,1,"heimlich_maneuver(1), atlatl_throw(1), volleyball_overhand(1)"
high_jump_run,213,50.0,83.33333333333333,6,long_jump_run,1,"long_jump_run(1), triple_jump_run(1), softball_pitch(1)"
play_xylophone,308,50.0,83.33333333333333,6,fire_extinguisher,1,"fire_extinguisher(1), pottery_wheel(1), play_timpani(1)"
playing_bass_drum,311,50.0,83.33333333333333,6,play_saxophone,2,"play_saxophone(2), sack_race(1)"
playing_nunchucks,314,50.0,83.33333333333333,6,frisbee_catch,1,"frisbee_catch(1), fire_breathing(1), shoot_dance(1)"
playing_rubiks_cube,315,50.0,83.33333333333333,6,play_sheng,1,"play_sheng(1), washing_dishes(1), play_tambourine(1)"
running_on_four,352,50.0,83.33333333333333,6,crawling,1,"crawling(1), calfrope_rope(1), ride_bike(1)"
shoot_dance,364,50.0,83.33333333333333,6,play_diabolo,1,"play_diabolo(1), hopscotch_spin(1), volleyball_underhand(1)"
shuffle_dance,369,50.0,83.33333333333333,6,unicycle_ride,1,"unicycle_ride(1), three_legged_race(1), discuss_throw(1)"
ski_frontflip,377,50.0,83.33333333333333,6,swimming_breast_stroke,1,"swimming_breast_stroke(1), skydiving(1), forward_roll(1)"
sledgehammer_strike_down,382,50.0,83.33333333333333,6,baseball_catch_catcher,1,"baseball_catch_catcher(1), golf_part(1), battle-rope_power-slam(1)"
sling,383,50.0,83.33333333333333,6,flamethrower,1,"flamethrower(1), football_throw(1), cast_net(1)"
snowboard_slide,390,50.0,83.33333333333333,6,unevenbar_land,1,"unevenbar_land(1), equestrian_jump(1), walking_with_crutches(1)"
